ID_Commande,Canal_Marketing,CAC,Impressions,Clics
M-60076,SEO/Direct,5.24,727,3
M-60077,TikTok Ads,22.0,329,9
M-60078,TikTok Ads,24.06,783,37
M-60079,TikTok Ads,21.67,356,16
M-60080,Meta (FB/IG),36.09,313,6
M-60081,Meta (FB/IG),32.41,740,17
M-60082,SEO/Direct,4.84,933,3
M-60083,TikTok Ads,23.68,804,20
M-60084,SEO/Direct,4.96,920,6
M-60085,Meta (FB/IG),34.25,649,16
M-60086,Google Search,41.28,258,4
M-60087,SEO/Direct,5.23,187,0
M-60088,TikTok Ads,22.48,983,34
M-60089,SEO/Direct,5.43,960,6
M-60090,Meta (FB/IG),31.87,110,2
M-60091,TikTok Ads,23.56,327,12
M-60092,SEO/Direct,5.35,975,6
M-60093,Meta (FB/IG),35.07,546,10
M-60094,TikTok Ads,24.17,766,19
M-60095,Google Search,45.95,900,11
M-60096,SEO/Direct,4.85,835,3
M-60097,TikTok Ads,21.2,414,20
M-60098,SEO/Direct,4.53,116,0
M-60099,SEO/Direct,4.84,534,1
M-60100,TikTok Ads,20.38,112,4
M-60101,TikTok Ads,22.34,689,41
M-60102,Google Search,46.62,648,14
M-60103,Meta (FB/IG),34.5,166,4
M-60104,SEO/Direct,4.74,268,1
M-60105,TikTok Ads,21.05,972,57
M-60106,Google Search,46.4,663,13
M-60107,TikTok Ads,21.54,664,23
M-60108,SEO/Direct,5.45,503,1
M-60109,Google Search,46.62,566,4
M-60110,TikTok Ads,21.32,675,44
M-60111,SEO/Direct,4.66,845,6
M-60112,Google Search,42.22,680,7
M-60113,Meta (FB/IG),37.91,168,5
M-60114,Meta (FB/IG),37.3,586,12
M-60115,TikTok Ads,21.96,279,10
M-60116,Google Search,41.65,130,1
M-60117,Meta (FB/IG),35.8,342,4
M-60118,SEO/Direct,5.01,449,3
M-60119,Google Search,45.43,247,4
M-60120,Google Search,48.15,641,5
M-60121,Google Search,42.85,483,8
M-60122,Google Search,47.16,744,9
M-60123,Meta (FB/IG),32.84,377,13
M-60124,TikTok Ads,22.74,576,31
M-60125,TikTok Ads,23.91,760,38
M-60126,SEO/Direct,5.07,110,0
M-60127,SEO/Direct,4.98,640,3
M-60128,Meta (FB/IG),35.43,136,3
M-60129,SEO/Direct,5.49,167,1
M-60130,TikTok Ads,20.74,576,38
M-60131,Meta (FB/IG),32.48,310,11
M-60132,Meta (FB/IG),38.15,361,6
M-60133,SEO/Direct,4.98,800,4
M-60134,SEO/Direct,5.17,318,1
M-60135,SEO/Direct,4.63,396,2
M-60136,TikTok Ads,21.34,114,3
M-60137,SEO/Direct,4.6,376,1
M-60138,TikTok Ads,23.81,442,20
M-60139,TikTok Ads,20.96,208,12
M-60140,Meta (FB/IG),35.63,419,13
M-60141,TikTok Ads,23.47,983,36
M-60142,SEO/Direct,5.25,174,0
M-60143,Google Search,48.06,630,6
M-60144,SEO/Direct,5.35,261,0
M-60145,Meta (FB/IG),37.57,827,17
M-60146,Meta (FB/IG),37.92,270,5
M-60147,TikTok Ads,21.3,923,32
M-60148,Meta (FB/IG),35.13,623,19
M-60149,TikTok Ads,20.48,666,40
M-60150,TikTok Ads,22.56,205,12
M-60151,Meta (FB/IG),38.22,349,5
M-60152,SEO/Direct,5.07,546,1
M-60153,TikTok Ads,21.18,881,57
M-60154,TikTok Ads,21.79,685,23
M-60155,Meta (FB/IG),33.45,174,4
M-60156,Meta (FB/IG),32.14,659,16
M-60157,Google Search,43.98,496,8
M-60158,Meta (FB/IG),34.31,184,3
M-60159,SEO/Direct,5.04,652,3
M-60160,Meta (FB/IG),35.14,108,2
M-60161,SEO/Direct,5.04,488,1
M-60162,Google Search,43.09,524,8
M-60163,Google Search,41.63,889,13
M-60164,Google Search,44.35,113,2
M-60165,Meta (FB/IG),33.17,160,3
M-60166,Meta (FB/IG),38.0,756,15
M-60167,Google Search,48.54,791,12
M-60168,SEO/Direct,5.18,793,3
M-60169,Meta (FB/IG),31.51,618,8
M-60170,TikTok Ads,23.01,499,17
M-60171,Meta (FB/IG),36.51,259,5
M-60172,Meta (FB/IG),38.05,410,9
M-60173,TikTok Ads,22.13,172,5
M-60174,Meta (FB/IG),38.47,384,11
M-60175,SEO/Direct,5.09,849,2
M-60176,TikTok Ads,22.8,1000,55
M-60177,Meta (FB/IG),35.51,735,13
M-60178,TikTok Ads,21.99,423,15
M-60179,Google Search,47.54,368,4
M-60180,Meta (FB/IG),32.09,947,23
M-60181,Google Search,42.38,231,3
M-60182,TikTok Ads,20.35,349,19
M-60183,Meta (FB/IG),34.73,844,21
M-60184,Google Search,47.54,191,3
M-60185,Meta (FB/IG),31.93,155,4
M-60186,TikTok Ads,20.45,543,26
M-60187,SEO/Direct,5.16,320,0
M-60188,Meta (FB/IG),37.04,683,21
M-60189,Meta (FB/IG),37.53,244,7
M-60190,SEO/Direct,5.23,452,1
M-60191,Meta (FB/IG),38.04,282,5
M-60192,Google Search,49.24,195,2
M-60193,TikTok Ads,20.87,354,11
M-60194,Google Search,44.63,900,14
M-60195,SEO/Direct,4.64,350,1
M-60196,TikTok Ads,20.15,204,6
M-60197,TikTok Ads,20.94,302,14
M-60198,TikTok Ads,22.39,257,13
M-60199,TikTok Ads,23.23,392,23
M-60200,TikTok Ads,20.16,861,39
M-60201,Meta (FB/IG),33.72,932,15
M-60202,Google Search,44.73,101,0
M-60203,Meta (FB/IG),37.32,371,8
M-60204,Meta (FB/IG),34.28,886,15
M-60205,Google Search,49.36,943,8
M-60206,Google Search,41.38,191,2
M-60207,SEO/Direct,5.25,949,5
M-60208,Google Search,46.35,280,2
M-60209,Meta (FB/IG),31.78,986,17
M-60210,SEO/Direct,5.42,527,3
M-60211,TikTok Ads,21.84,699,23
M-60212,Meta (FB/IG),34.81,895,30
M-60213,SEO/Direct,4.73,197,1
M-60214,Meta (FB/IG),34.09,573,21
M-60215,SEO/Direct,4.56,577,3
M-60216,SEO/Direct,4.9,617,3
M-60217,SEO/Direct,5.36,100,0
M-60218,TikTok Ads,20.03,231,7
M-60219,Google Search,47.08,816,9
M-60220,Google Search,41.34,712,15
M-60221,SEO/Direct,4.65,721,5
M-60222,Meta (FB/IG),36.77,411,6
M-60223,TikTok Ads,20.03,107,6
M-60224,TikTok Ads,22.92,101,3
M-60225,SEO/Direct,5.3,398,1
M-60226,Google Search,45.28,903,10
M-60227,TikTok Ads,21.04,978,30
M-60228,SEO/Direct,4.55,923,6
M-60229,SEO/Direct,4.57,246,0
M-60230,Google Search,41.24,903,12
M-60231,Meta (FB/IG),31.64,657,19
M-60232,Google Search,41.8,967,11
M-60233,Google Search,49.43,949,10
M-60234,TikTok Ads,20.66,258,15
M-60235,Meta (FB/IG),33.57,981,29
M-60236,SEO/Direct,5.03,460,1
M-60237,SEO/Direct,5.05,484,2
M-60238,Meta (FB/IG),37.15,880,17
M-60239,TikTok Ads,20.41,295,8
M-60240,Meta (FB/IG),34.83,957,24
M-60241,SEO/Direct,4.77,528,2
M-60242,SEO/Direct,4.97,270,1
M-60243,SEO/Direct,5.38,820,6
M-60244,SEO/Direct,4.97,569,1
M-60245,Meta (FB/IG),33.44,210,7
M-60246,Meta (FB/IG),32.71,363,10
M-60247,Meta (FB/IG),34.97,631,11
M-60248,TikTok Ads,20.18,945,40
M-60249,SEO/Direct,5.33,998,6
M-60250,TikTok Ads,20.62,283,10
M-60251,TikTok Ads,19.9,147,7
M-60252,SEO/Direct,4.73,957,2
M-60253,TikTok Ads,20.31,673,29
M-60254,Meta (FB/IG),32.61,320,4
M-60255,SEO/Direct,4.97,509,3
M-60256,Google Search,42.51,296,2
M-60257,TikTok Ads,23.65,717,16
M-60258,TikTok Ads,23.94,593,31
M-60259,SEO/Direct,4.59,110,0
M-60260,Meta (FB/IG),34.34,657,24
M-60261,SEO/Direct,4.82,293,1
M-60262,SEO/Direct,4.89,559,1
M-60263,TikTok Ads,21.62,363,22
M-60264,SEO/Direct,4.99,302,1
M-60265,TikTok Ads,20.22,518,14
M-60266,Google Search,43.47,121,2
M-60267,Meta (FB/IG),32.05,928,23
M-60268,Meta (FB/IG),31.62,301,7
M-60269,Google Search,42.24,964,7
M-60270,Meta (FB/IG),35.34,648,23
M-60271,Google Search,49.37,379,8
M-60272,SEO/Direct,4.93,302,1
M-60273,SEO/Direct,4.59,953,2
M-60274,TikTok Ads,20.26,994,55
M-60275,Google Search,46.31,363,6
M-60276,Meta (FB/IG),34.82,838,25
M-60277,Meta (FB/IG),33.9,994,32
M-60278,TikTok Ads,21.17,142,6
M-60279,Meta (FB/IG),34.49,579,16
M-60280,SEO/Direct,5.43,599,2
M-60281,SEO/Direct,4.83,485,2
M-60282,TikTok Ads,22.64,560,35
M-60283,Google Search,44.56,666,7
M-60284,Meta (FB/IG),38.07,427,13
M-60285,Meta (FB/IG),32.08,804,16
M-60286,Google Search,41.2,565,5
M-60287,Meta (FB/IG),34.09,354,11
M-60288,SEO/Direct,5.34,954,6
M-60289,Google Search,48.27,873,12
M-60290,Google Search,43.58,586,5
M-60291,TikTok Ads,23.14,839,35
M-60292,SEO/Direct,4.81,556,3
M-60293,Meta (FB/IG),36.77,260,5
M-60294,Meta (FB/IG),35.66,249,6
M-60295,SEO/Direct,4.72,501,2
M-60296,TikTok Ads,22.14,108,6
M-60297,TikTok Ads,19.8,950,38
M-60298,Google Search,45.13,993,16
M-60299,TikTok Ads,22.77,939,56
M-60300,Google Search,49.44,442,6
M-60301,TikTok Ads,21.87,327,20
M-60302,Meta (FB/IG),32.61,337,10
M-60303,TikTok Ads,21.99,329,9
M-60304,SEO/Direct,5.18,172,0
M-60305,Meta (FB/IG),38.04,780,23
M-60306,TikTok Ads,21.14,782,33
M-60307,Google Search,47.18,593,11
M-60308,Meta (FB/IG),33.57,146,5
M-60309,TikTok Ads,22.72,102,3
M-60310,TikTok Ads,21.16,760,28
M-60311,TikTok Ads,23.16,608,31
M-60312,Google Search,45.76,386,6
M-60313,Google Search,44.83,749,12
M-60314,Google Search,46.32,846,18
M-60315,Google Search,43.02,864,7
M-60316,SEO/Direct,5.41,209,0
M-60317,TikTok Ads,20.21,566,12
M-60318,Google Search,45.79,560,9
M-60319,Meta (FB/IG),36.85,535,13
M-60320,SEO/Direct,4.76,302,1
M-60321,TikTok Ads,23.55,674,16
M-60322,TikTok Ads,20.55,215,12
M-60323,Google Search,46.62,401,8
M-60324,Meta (FB/IG),35.52,362,8
M-60325,Meta (FB/IG),34.79,923,21
M-60326,SEO/Direct,4.63,156,0
M-60327,Meta (FB/IG),37.8,933,17
M-60328,Google Search,44.31,931,14
M-60329,Meta (FB/IG),37.11,569,20
M-60330,Meta (FB/IG),31.89,836,16
M-60331,Google Search,44.51,489,6
M-60332,Google Search,46.69,865,11
M-60333,SEO/Direct,5.41,832,5
M-60334,Meta (FB/IG),34.4,176,4
M-60335,SEO/Direct,4.88,215,0
M-60336,TikTok Ads,22.82,959,24
M-60337,SEO/Direct,5.37,825,5
M-60338,TikTok Ads,21.57,708,21
M-60339,TikTok Ads,24.13,458,27
M-60340,SEO/Direct,5.41,297,1
M-60341,SEO/Direct,4.64,390,1
M-60342,TikTok Ads,23.13,222,5
M-60343,TikTok Ads,22.2,657,19
M-60344,Meta (FB/IG),35.7,583,12
M-60345,Google Search,42.46,632,9
M-60346,TikTok Ads,21.41,872,53
M-60347,TikTok Ads,24.03,597,15
M-60348,Google Search,45.5,974,8
M-60349,Google Search,46.21,591,5
M-60350,Google Search,46.25,415,3
M-60351,TikTok Ads,20.77,691,40
M-60352,TikTok Ads,23.74,845,38
M-60353,SEO/Direct,4.9,481,3
M-60354,SEO/Direct,4.99,291,1
M-60355,Meta (FB/IG),34.86,808,28
M-60356,SEO/Direct,5.11,616,4
M-60357,TikTok Ads,22.24,439,28
M-60358,Google Search,48.07,295,3
M-60359,Google Search,49.32,330,6
M-60360,Google Search,48.01,709,10
M-60361,Google Search,47.92,861,7
M-60362,TikTok Ads,20.07,376,15
M-60363,Google Search,43.17,368,4
M-60364,SEO/Direct,5.03,599,3
M-60365,Meta (FB/IG),36.08,955,15
M-60366,Google Search,47.13,359,6
M-60367,TikTok Ads,24.08,217,8
M-60368,Google Search,44.72,805,12
M-60369,TikTok Ads,23.91,455,25
M-60370,Google Search,40.62,799,17
M-60371,SEO/Direct,5.13,521,2
M-60372,Meta (FB/IG),37.55,488,14
M-60373,TikTok Ads,19.93,374,13
M-60374,Google Search,42.65,302,4
M-60375,SEO/Direct,4.88,575,3
M-60376,SEO/Direct,5.08,407,1
M-60377,Google Search,43.06,566,4
M-60378,SEO/Direct,4.53,860,4
M-60379,TikTok Ads,20.72,887,55
M-60380,SEO/Direct,5.3,109,0
M-60381,Google Search,45.12,149,2
M-60382,Google Search,45.6,243,3
M-60383,TikTok Ads,20.03,619,28
M-60384,SEO/Direct,4.84,361,1
M-60385,SEO/Direct,5.3,180,0
M-60386,Meta (FB/IG),36.49,717,9
M-60387,TikTok Ads,22.69,521,33
M-60388,SEO/Direct,5.42,929,5
M-60389,Google Search,48.83,648,9
M-60390,Meta (FB/IG),37.63,790,14
M-60391,Google Search,41.73,235,5
M-60392,TikTok Ads,22.22,941,56
M-60393,SEO/Direct,5.16,220,1
M-60394,TikTok Ads,20.63,711,32
M-60395,Meta (FB/IG),34.48,775,13
M-60396,SEO/Direct,4.66,578,1
M-60397,Google Search,42.93,617,12
M-60398,TikTok Ads,24.12,943,39
M-60399,Google Search,48.28,343,6
M-60400,SEO/Direct,4.8,966,6
M-60401,TikTok Ads,20.63,422,14
M-60402,TikTok Ads,23.52,565,31
M-60403,TikTok Ads,21.33,236,11
M-60404,SEO/Direct,5.24,731,2
M-60405,SEO/Direct,4.68,463,1
M-60406,TikTok Ads,21.76,886,27
M-60407,SEO/Direct,5.05,320,2
M-60408,SEO/Direct,5.4,408,2
M-60409,Google Search,43.31,223,3
M-60410,TikTok Ads,23.57,876,39
M-60411,SEO/Direct,4.71,459,3
M-60412,Google Search,45.66,102,2
M-60413,Google Search,44.24,402,7
M-60414,Meta (FB/IG),32.83,694,10
M-60415,TikTok Ads,22.8,704,39
M-60416,TikTok Ads,23.09,505,22
M-60417,SEO/Direct,4.52,148,0
M-60418,SEO/Direct,5.44,247,1
M-60419,Google Search,45.6,959,19
M-60420,Google Search,43.12,841,13
M-60421,SEO/Direct,5.09,903,3
M-60422,SEO/Direct,5.34,968,6
M-60423,SEO/Direct,4.54,548,3
M-60424,TikTok Ads,21.67,937,49
M-60425,Google Search,47.66,520,8
M-60426,TikTok Ads,20.32,460,26
M-60427,TikTok Ads,23.57,406,25
M-60428,Meta (FB/IG),34.38,528,15
M-60429,SEO/Direct,4.83,909,4
M-60430,Google Search,42.06,861,14
M-60431,SEO/Direct,4.53,954,5
M-60432,Google Search,43.2,330,6
M-60433,TikTok Ads,24.17,616,35
M-60434,SEO/Direct,4.98,699,2
M-60435,Meta (FB/IG),33.25,788,26
M-60436,Google Search,44.55,340,2
M-60437,Google Search,41.79,910,20
M-60438,Meta (FB/IG),37.02,392,8
M-60439,Meta (FB/IG),34.53,769,26
M-60440,Meta (FB/IG),33.95,253,7
M-60441,Google Search,42.57,869,8
M-60442,SEO/Direct,5.24,165,0
M-60443,Google Search,48.63,139,1
M-60444,Google Search,40.97,354,7
M-60445,Meta (FB/IG),36.37,744,13
M-60446,SEO/Direct,5.39,556,3
M-60447,TikTok Ads,20.8,298,10
M-60448,TikTok Ads,22.08,556,33
M-60449,Meta (FB/IG),37.04,762,10
M-60450,SEO/Direct,5.28,149,0
M-60451,Meta (FB/IG),32.32,650,22
M-60452,SEO/Direct,4.8,109,0
M-60453,SEO/Direct,5.13,726,2
M-60454,Meta (FB/IG),33.2,278,7
M-60455,SEO/Direct,4.82,712,4
M-60456,Google Search,42.38,220,2
M-60457,TikTok Ads,22.3,461,12
M-60458,TikTok Ads,22.66,298,10
M-60459,Google Search,40.65,842,15
M-60460,Google Search,48.69,790,7
M-60461,SEO/Direct,4.64,559,4
M-60462,Meta (FB/IG),32.86,271,7
M-60463,TikTok Ads,22.43,919,55
M-60464,SEO/Direct,4.56,966,6
M-60465,SEO/Direct,4.94,871,6
M-60466,Google Search,45.54,158,1
M-60467,SEO/Direct,5.15,144,0
M-60468,Meta (FB/IG),33.22,349,9
M-60469,SEO/Direct,4.67,546,2
M-60470,Google Search,43.26,381,6
M-60471,TikTok Ads,22.87,753,36
M-60472,TikTok Ads,22.35,587,16
M-60473,SEO/Direct,5.3,500,1
M-60474,SEO/Direct,5.04,336,2
M-60475,Google Search,44.69,843,14
M-60476,SEO/Direct,4.84,266,1
M-60477,SEO/Direct,4.55,607,3
M-60478,TikTok Ads,20.02,311,8
M-60479,TikTok Ads,24.18,609,27
M-60480,Google Search,41.17,222,3
M-60481,Google Search,47.63,660,14
M-60482,Meta (FB/IG),35.45,552,11
M-60483,SEO/Direct,4.52,677,2
M-60484,Meta (FB/IG),32.17,193,5
M-60485,Meta (FB/IG),36.04,169,6
M-60486,Google Search,49.34,620,10
M-60487,SEO/Direct,5.24,189,0
M-60488,Google Search,42.61,952,15
M-60489,Google Search,44.15,818,12
M-60490,TikTok Ads,23.3,234,7
M-60491,Google Search,46.79,295,5
M-60492,SEO/Direct,5.06,428,1
M-60493,Meta (FB/IG),37.92,898,29
M-60494,SEO/Direct,5.09,881,6
M-60495,SEO/Direct,4.51,173,1
M-60496,SEO/Direct,5.37,735,4
M-60497,TikTok Ads,20.95,435,14
M-60498,Google Search,43.04,417,8
M-60499,SEO/Direct,4.73,263,1
M-60500,TikTok Ads,21.99,972,42
M-60501,Google Search,43.35,965,12
M-60502,SEO/Direct,5.05,307,1
M-60503,SEO/Direct,4.55,748,2
M-60504,SEO/Direct,4.95,460,2
M-60505,Meta (FB/IG),37.24,687,8
M-60506,SEO/Direct,5.07,387,2
M-60507,Google Search,49.39,755,9
M-60508,SEO/Direct,4.56,447,2
M-60509,TikTok Ads,23.91,480,11
M-60510,Meta (FB/IG),38.27,960,17
M-60511,Meta (FB/IG),32.09,837,28
M-60512,SEO/Direct,5.11,775,4
M-60513,TikTok Ads,20.62,661,30
M-60514,Meta (FB/IG),38.48,128,2
M-60515,Google Search,48.31,414,7
M-60516,TikTok Ads,21.97,619,26
M-60517,TikTok Ads,22.95,398,10
M-60518,SEO/Direct,4.77,490,1
M-60519,TikTok Ads,21.47,708,31
M-60520,Meta (FB/IG),37.25,272,6
M-60521,Google Search,46.31,960,15
M-60522,Meta (FB/IG),36.27,412,5
M-60523,Google Search,42.8,354,4
M-60524,TikTok Ads,21.4,941,55
M-60525,SEO/Direct,4.67,439,3
M-60526,Google Search,41.58,649,14
M-60527,TikTok Ads,23.33,809,54
M-60528,SEO/Direct,5.0,968,3
M-60529,Google Search,44.04,587,4
M-60530,TikTok Ads,19.99,456,30
M-60531,Meta (FB/IG),33.52,586,13
M-60532,Meta (FB/IG),32.71,623,12
M-60533,Google Search,40.58,489,5
M-60534,TikTok Ads,21.45,139,6
M-60535,TikTok Ads,19.89,114,7
M-60536,Google Search,47.11,620,10
M-60537,Meta (FB/IG),32.59,278,8
M-60538,Meta (FB/IG),36.93,767,16
M-60539,SEO/Direct,5.1,164,0
M-60540,SEO/Direct,5.15,142,0
M-60541,Google Search,47.37,782,12
M-60542,SEO/Direct,5.3,384,2
M-60543,Meta (FB/IG),34.1,173,4
M-60544,Meta (FB/IG),36.04,613,15
M-60545,TikTok Ads,20.97,749,50
M-60546,Google Search,45.88,328,2
M-60547,SEO/Direct,5.14,349,2
M-60548,SEO/Direct,5.22,760,2
M-60549,SEO/Direct,4.85,703,2
M-60550,Meta (FB/IG),38.37,327,6
M-60551,Google Search,47.69,670,11
M-60552,SEO/Direct,5.12,948,4
M-60553,Google Search,45.13,856,9
M-60554,TikTok Ads,21.55,823,21
M-60555,SEO/Direct,4.89,528,2
M-60556,TikTok Ads,21.99,705,39
M-60557,Google Search,43.93,436,3
M-60558,Google Search,41.63,646,6
M-60559,TikTok Ads,23.28,525,25
M-60560,SEO/Direct,5.47,966,3
M-60561,Meta (FB/IG),37.64,138,3
M-60562,SEO/Direct,4.96,915,2
M-60563,TikTok Ads,22.41,973,53
M-60564,Meta (FB/IG),38.14,755,11
M-60565,Google Search,47.54,908,9
M-60566,Meta (FB/IG),35.4,845,12
M-60567,Meta (FB/IG),34.09,999,18
M-60568,TikTok Ads,24.04,191,9
M-60569,Meta (FB/IG),31.7,791,13
M-60570,TikTok Ads,21.49,838,37
M-60571,Meta (FB/IG),37.27,679,15
M-60572,SEO/Direct,4.85,193,0
M-60573,Google Search,47.23,496,10
M-60574,TikTok Ads,24.18,790,34
M-60575,SEO/Direct,4.99,971,4
M-60576,Meta (FB/IG),34.46,194,4
M-60577,TikTok Ads,23.98,790,20
M-60578,TikTok Ads,22.22,981,36
M-60579,Google Search,46.21,413,6
M-60580,Meta (FB/IG),33.85,945,20
M-60581,Google Search,47.28,286,5
M-60582,Meta (FB/IG),32.12,272,5
M-60583,TikTok Ads,23.85,373,12
M-60584,Google Search,48.64,556,7
M-60585,SEO/Direct,5.32,316,1
M-60586,Meta (FB/IG),38.26,110,3
M-60587,TikTok Ads,22.11,948,45
M-60588,TikTok Ads,21.44,114,5
M-60589,SEO/Direct,5.14,841,2
M-60590,TikTok Ads,22.01,107,4
M-60591,TikTok Ads,22.7,826,41
M-60592,Google Search,42.71,904,18
M-60593,SEO/Direct,4.69,308,1
M-60594,Meta (FB/IG),34.75,567,8
M-60595,SEO/Direct,4.65,573,3
M-60596,Meta (FB/IG),32.28,377,7
M-60597,Google Search,49.09,340,5
M-60598,Meta (FB/IG),32.11,209,6
M-60599,Meta (FB/IG),35.81,567,12
M-60600,TikTok Ads,20.45,861,27
M-60601,Google Search,44.53,264,2
M-60602,Google Search,47.84,116,2
M-60603,TikTok Ads,23.6,238,6
M-60604,Google Search,43.8,622,13
M-60605,Google Search,46.76,683,12
M-60606,Meta (FB/IG),38.21,697,25
M-60607,Google Search,45.15,104,2
M-60608,TikTok Ads,21.11,150,4
M-60609,TikTok Ads,20.48,735,42
M-60610,Meta (FB/IG),34.04,421,6
M-60611,SEO/Direct,4.89,543,1
M-60612,Meta (FB/IG),35.56,754,18
M-60613,SEO/Direct,5.47,455,2
M-60614,Meta (FB/IG),35.6,860,30
M-60615,Meta (FB/IG),32.81,270,6
M-60616,SEO/Direct,4.59,467,2
M-60617,Meta (FB/IG),36.46,389,7
M-60618,TikTok Ads,21.28,366,16
M-60619,Meta (FB/IG),35.43,790,25
M-60620,Google Search,45.24,238,4
M-60621,TikTok Ads,21.94,464,20
M-60622,TikTok Ads,22.53,331,10
M-60623,Google Search,45.18,866,10
M-60624,TikTok Ads,20.62,518,13
M-60625,Meta (FB/IG),34.5,645,23
M-60626,Google Search,44.52,262,5
M-60627,Meta (FB/IG),34.61,111,4
M-60628,SEO/Direct,5.28,993,3
M-60629,Meta (FB/IG),35.21,706,15
M-60630,Meta (FB/IG),37.48,902,13
M-60631,SEO/Direct,4.89,355,1
M-60632,TikTok Ads,24.09,124,5
M-60633,TikTok Ads,22.44,829,46
M-60634,SEO/Direct,5.32,120,0
M-60635,SEO/Direct,4.92,368,2
M-60636,TikTok Ads,23.46,199,8
M-60637,Meta (FB/IG),33.23,447,16
M-60638,TikTok Ads,21.29,607,21
M-60639,SEO/Direct,5.5,701,5
M-60640,SEO/Direct,5.1,109,0
M-60641,Google Search,46.0,434,6
M-60642,TikTok Ads,20.41,190,6
M-60643,Google Search,44.65,735,16
M-60644,Google Search,48.06,622,10
M-60645,Google Search,46.37,468,7
M-60646,TikTok Ads,22.89,567,15
M-60647,SEO/Direct,4.7,605,3
M-60648,SEO/Direct,4.76,757,3
M-60649,Meta (FB/IG),32.38,293,5
M-60650,Meta (FB/IG),32.2,524,18
M-60651,SEO/Direct,4.74,695,4
M-60652,TikTok Ads,21.05,698,16
M-60653,Google Search,48.2,352,4
M-60654,Google Search,48.31,215,3
M-60655,TikTok Ads,22.26,296,9
M-60656,SEO/Direct,4.53,823,5
M-60657,Google Search,45.78,215,4
M-60658,Google Search,41.15,757,11
M-60659,TikTok Ads,19.92,152,5
M-60660,TikTok Ads,21.37,889,57
M-60661,SEO/Direct,5.15,844,5
M-60662,Meta (FB/IG),31.74,558,8
M-60663,TikTok Ads,22.92,535,32
M-60664,SEO/Direct,4.75,608,2
M-60665,TikTok Ads,19.81,922,31
M-60666,Google Search,43.35,415,6
M-60667,Google Search,45.28,176,3
M-60668,Meta (FB/IG),33.92,590,13
M-60669,Meta (FB/IG),34.1,627,23
M-60670,Meta (FB/IG),37.38,661,24
M-60671,Google Search,45.35,515,5
M-60672,Meta (FB/IG),36.19,179,3
M-60673,Meta (FB/IG),35.37,253,8
M-60674,SEO/Direct,5.47,605,3
M-60675,Meta (FB/IG),38.29,636,17
M-60676,Google Search,44.27,476,6
M-60677,Meta (FB/IG),31.68,760,26
M-60678,TikTok Ads,21.33,164,7
M-60679,SEO/Direct,4.97,893,4
M-60680,Meta (FB/IG),36.1,582,18
M-60681,SEO/Direct,5.08,254,1
M-60682,SEO/Direct,4.85,181,1
M-60683,TikTok Ads,20.21,553,26
M-60684,Meta (FB/IG),31.89,749,26
M-60685,TikTok Ads,21.19,129,2
M-60686,Meta (FB/IG),31.81,454,15
M-60687,Google Search,47.92,471,10
M-60688,SEO/Direct,5.19,858,5
M-60689,Google Search,44.9,714,14
M-60690,Google Search,42.88,480,8
M-60691,Google Search,49.2,984,11
M-60692,Meta (FB/IG),31.69,785,10
M-60693,SEO/Direct,4.66,784,1
M-60694,TikTok Ads,23.52,969,58
M-60695,TikTok Ads,22.21,209,8
M-60696,Meta (FB/IG),35.25,670,13
M-60697,SEO/Direct,5.38,266,1
M-60698,TikTok Ads,20.18,435,16
M-60699,Meta (FB/IG),36.8,118,3
M-60700,Google Search,44.05,383,5
M-60701,Google Search,43.64,636,6
M-60702,TikTok Ads,23.58,305,19
M-60703,Google Search,41.62,143,1
M-60704,SEO/Direct,4.99,359,1
M-60705,SEO/Direct,5.47,334,2
M-60706,SEO/Direct,5.46,147,0
M-60707,Meta (FB/IG),34.62,536,11
M-60708,Google Search,43.76,571,11
M-60709,TikTok Ads,21.1,309,14
M-60710,Google Search,44.1,530,10
M-60711,SEO/Direct,4.5,913,6
M-60712,TikTok Ads,20.13,959,58
M-60713,Google Search,41.05,162,2
M-60714,TikTok Ads,22.8,734,33
M-60715,Meta (FB/IG),36.48,940,28
M-60716,TikTok Ads,23.55,734,36
M-60717,Meta (FB/IG),36.24,766,13
M-60718,Google Search,43.5,861,7
M-60719,TikTok Ads,23.74,311,17
M-60720,SEO/Direct,5.47,863,3
M-60721,TikTok Ads,22.9,309,15
M-60722,Google Search,42.62,877,7
M-60723,TikTok Ads,22.25,776,33
M-60724,Meta (FB/IG),35.0,965,27
M-60725,SEO/Direct,4.51,914,5
M-60726,Meta (FB/IG),37.67,142,2
M-60727,Google Search,46.7,321,4
M-60728,Google Search,42.18,664,11
M-60729,Google Search,44.68,548,10
M-60730,Meta (FB/IG),38.02,950,13
M-60731,Google Search,43.08,245,4
M-60732,SEO/Direct,4.78,943,3
M-60733,TikTok Ads,19.86,993,24
M-60734,Google Search,40.79,795,14
M-60735,SEO/Direct,5.4,796,2
M-60736,SEO/Direct,5.01,450,2
M-60737,SEO/Direct,5.04,244,1
M-60738,TikTok Ads,21.89,157,6
M-60739,TikTok Ads,21.09,902,35
M-60740,Google Search,41.88,329,6
M-60741,SEO/Direct,5.46,814,5
M-60742,TikTok Ads,22.71,287,16
M-60743,Meta (FB/IG),33.42,609,18
M-60744,Google Search,48.1,466,4
M-60745,TikTok Ads,21.97,436,28
M-60746,SEO/Direct,5.43,866,3
M-60747,Meta (FB/IG),34.97,320,5
M-60748,SEO/Direct,5.41,643,4
